Detail,Player,Season,Team,AVG,G,AB,R,H,2B,3B,HR,RBI,TB,BB,IBB,HP,SO,SF,SH,SB,CS,OBP,SLG,OPS,E
-,"Wilson, Liam",SUMMER 2022,Kitchener,.440,26,91,27,40,13,0,7,36,74,13,1,6,5,3,0,3,0,.522,.813,1.335,0
-,"Wojtarowicz, Andre",SUMMER 2022,Brantford,.222,3,9,1,2,0,0,0,0,2,0,0,1,2,0,0,0,0,.300,.222,.522,0
*,"Wright, Taylor",SUMMER 2022,London,.385,25,104,29,40,11,0,6,25,69,10,0,0,12,0,0,3,2,.439,.663,1.102,5
-,"Young, Jordan",SUMMER 2022,Brantford,.163,15,43,3,7,0,0,0,0,7,3,0,0,26,0,0,0,0,.217,.163,.380,3
-,"Anderson, James",PLAYOFFS 2021,Barrie,.600,2,5,1,3,1,0,0,0,4,2,0,0,1,0,0,0,0,.714,.800,1.514,1
-,"Ando, Royce",PLAYOFFS 2021,Barrie,.368,4,19,2,7,0,0,0,5,7,0,0,0,3,1,0,2,0,.350,.368,.718,0
-,"Arteaga, Carlos",PLAYOFFS 2021,London,.161,7,31,5,5,0,0,0,2,5,2,0,0,6,0,0,1,0,.212,.161,.373,0
-,"Bowie, Connor",PLAYOFFS 2021,Hamilton,.250,2,8,0,2,0,0,0,1,2,0,0,0,2,0,0,0,0,.250,.250,.500,0
-,"Britt, Evan",PLAYOFFS 2021,London,.000,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,.000,.000,.000,1
-,"Brownlee, Cleveland",PLAYOFFS 2021,London,.219,7,32,1,7,2,0,0,6,9,0,0,1,12,0,0,0,0,.242,.281,.524,0
*,"Bruder, Gabe",PLAYOFFS 2021,Brantford,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
*,"Burdett, Nick",PLAYOFFS 2021,Brantford,.067,4,15,2,1,0,0,0,1,1,2,0,1,5,0,0,0,0,.222,.067,.289,0
*,"Burns, Carson",PLAYOFFS 2021,Barrie,.143,4,14,2,2,0,0,0,1,2,4,0,0,2,0,0,2,0,.333,.143,.476,2
*,"Burnside, Ryan",PLAYOFFS 2021,Hamilton,.333,2,9,2,3,1,0,1,2,7,0,0,0,1,0,0,0,0,.333,.778,1.111,1
-,"Carrell, Nick",PLAYOFFS 2021,London,.200,2,5,0,1,1,0,0,1,2,0,0,1,2,0,0,0,0,.333,.400,.733,0
-,"Castaldo, Jordan",PLAYOFFS 2021,Toronto,.432,9,44,11,19,3,0,2,7,28,6,0,0,10,0,0,1,1,.500,.636,1.136,1
-,"Cecchetto, Mike",PLAYOFFS 2021,Barrie,.200,3,5,1,1,0,0,0,0,1,2,0,2,1,0,0,0,0,.556,.200,.756,0
-,"Cina, Zarley",PLAYOFFS 2021,Welland,.250,2,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,.250,.250,.500,0
-,"Cowan, Jeff",PLAYOFFS 2021,Barrie,.625,2,8,2,5,1,0,1,5,9,0,0,0,1,0,0,0,0,.625,1.125,1.750,0
*,"Curtis, Elliott",PLAYOFFS 2021,Kitchener,.286,2,7,2,2,0,0,0,2,2,1,0,0,2,0,0,0,0,.375,.286,.661,0
-,"Davenport, Ryley",PLAYOFFS 2021,Kitchener,.143,2,7,0,1,0,0,0,2,1,1,0,0,4,1,0,0,0,.222,.143,.365,1
-,"Dei Baning, Dennis",PLAYOFFS 2021,Welland,.667,2,6,1,4,1,0,0,1,5,2,0,0,1,0,0,1,0,.750,.833,1.583,0
-,"Deluca, Michael",PLAYOFFS 2021,Brantford,.091,3,11,1,1,0,0,0,0,1,0,0,0,4,0,1,0,0,.091,.091,.182,1
*,"Doyle, Robert",PLAYOFFS 2021,London,1.000,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1.000,1.000,2.000,0
-,"Dziomba, Jon",PLAYOFFS 2021,Brantford,.444,4,18,3,8,1,0,1,1,12,1,0,0,3,0,0,1,0,.474,.667,1.140,2
-,"Filmon, Adam",PLAYOFFS 2021,London,.167,6,18,1,3,1,0,0,0,4,3,0,0,7,0,0,0,0,.286,.222,.508,1
-,"Fountain, Colton",PLAYOFFS 2021,Brantford,.000,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,.000,.000,.000,0
*,"Freemantle, Ryan",PLAYOFFS 2021,Hamilton,.000,2,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,.000,.000,.000,0
*,"Garton, Josh",PLAYOFFS 2021,Hamilton,.111,2,9,1,1,0,0,1,1,4,0,0,0,3,0,0,0,0,.111,.444,.556,0
*,"Gauthier, Robbie",PLAYOFFS 2021,Brantford,.375,2,8,2,3,1,0,0,0,4,1,0,0,0,0,0,0,0,.444,.500,.944,1
-,"Gideon, Justin",PLAYOFFS 2021,Hamilton,.500,2,8,1,4,0,0,1,2,7,1,0,0,0,0,0,2,0,.556,.875,1.431,0
-,"Hilderbrandt, Matt",PLAYOFFS 2021,Welland,.000,2,7,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,.000,.000,.000,0
-,"Infante, Branfy",PLAYOFFS 2021,Barrie,.625,2,8,2,5,0,0,0,1,5,1,0,1,1,0,0,0,0,.700,.625,1.325,0
*,"Jacklin, Blake",PLAYOFFS 2021,Kitchener,.000,1,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,.250,.000,.250,0
-,"Jaco, Hayden",PLAYOFFS 2021,London,.357,7,28,5,10,3,0,1,4,16,2,0,0,7,0,0,0,0,.400,.571,.971,1
*,"Jarvis, Jett",PLAYOFFS 2021,Kitchener,.111,2,9,1,1,0,0,0,0,1,0,0,1,6,0,0,0,0,.200,.111,.311,0
-,"Johnson, Julian",PLAYOFFS 2021,London,.250,5,8,0,2,0,0,0,0,2,0,0,0,5,0,0,0,0,.250,.250,.500,1
-,"Kandel, Keith",PLAYOFFS 2021,London,.208,7,24,5,5,1,0,0,5,6,2,0,2,9,0,0,0,0,.321,.250,.571,0
-,"Keen, Roger",PLAYOFFS 2021,Brantford,.400,2,5,0,2,1,0,0,1,3,0,0,0,1,0,0,0,0,.400,.600,1.000,0
*,"Keller, Griffin",PLAYOFFS 2021,Welland,.250,2,8,1,2,0,0,1,1,5,0,0,0,1,0,0,0,0,.250,.625,.875,0
-,"Knecht, Marcus",PLAYOFFS 2021,Toronto,.244,9,41,8,10,2,0,3,11,21,3,0,0,7,1,0,3,0,.289,.512,.801,0
*,"Lacasse, Marcel",PLAYOFFS 2021,Barrie,.250,4,16,1,4,1,0,0,3,5,0,0,0,4,0,0,0,0,.250,.313,.563,1
-,"Lampreia, Zach",PLAYOFFS 2021,Brantford,.182,4,11,2,2,0,0,0,3,2,3,0,0,3,0,1,0,0,.357,.182,.539,3
-,"LeBlanc, David",PLAYOFFS 2021,Barrie,.111,3,9,2,1,0,0,0,0,1,0,0,1,5,0,0,4,0,.200,.111,.311,0
-,"Leader, Andy",PLAYOFFS 2021,Kitchener,.571,2,7,4,4,1,0,0,0,5,1,0,1,1,0,0,1,0,.667,.714,1.381,0
-,"Lewis, Connor",PLAYOFFS 2021,Toronto,.382,9,34,10,13,2,0,1,6,18,6,0,0,2,0,0,1,0,.475,.529,1.004,0
*,"Lonetto, Matt",PLAYOFFS 2021,Hamilton,1.000,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,0
-,"MacDonald, Jake",PLAYOFFS 2021,Barrie,.000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,.000,.000,.000,0
-,"Mahoney, Dan",PLAYOFFS 2021,Kitchener,.500,2,6,2,3,0,0,0,0,3,0,0,0,1,0,0,0,0,.500,.500,1.000,0
-,"Marra, Dan",PLAYOFFS 2021,Toronto,.257,9,35,6,9,2,0,0,2,11,5,0,2,3,0,1,1,0,.381,.314,.695,1
*,"Marra, Justin",PLAYOFFS 2021,Toronto,.324,9,37,9,12,4,0,3,12,25,8,0,0,11,2,0,0,0,.426,.676,1.101,0
*,"Marriott, Eric",PLAYOFFS 2021,Welland,.167,2,6,0,1,0,0,0,0,1,0,0,2,2,0,0,0,1,.375,.167,.542,0
*,"Marsden, Keegan",PLAYOFFS 2021,Kitchener,.667,2,6,1,4,0,0,1,3,7,3,0,0,2,0,0,0,0,.778,1.167,1.944,1
-,"McLaren, Chandler",PLAYOFFS 2021,Toronto,.250,8,32,8,8,1,0,0,4,9,4,0,1,8,0,0,0,0,.351,.281,.633,1
-,"McQueen, Chris",PLAYOFFS 2021,London,.208,6,24,4,5,1,0,0,1,6,3,0,0,2,0,0,2,1,.296,.250,.546,2
-,"Mercier, Andrew",PLAYOFFS 2021,Welland,.143,2,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,.143,.143,.286,0
*,"Morello, Gianfranco",PLAYOFFS 2021,Brantford,.235,4,17,2,4,1,0,0,0,5,2,0,0,4,0,0,1,0,.316,.294,.610,0
*,"Murray, Ricky",PLAYOFFS 2021,Brantford,.000,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,.000,.000,.000,0
-,"Nicholson, Brandon",PLAYOFFS 2021,Welland,.286,2,7,1,2,0,0,0,0,2,1,0,0,1,0,0,1,0,.375,.286,.661,1
-,"Nieva, Brandon",PLAYOFFS 2021,Hamilton,.000,2,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,.000,.000,.000,1
-,"Parsons, Nick",PLAYOFFS 2021,Kitchener,.111,2,9,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,.111,.111,.222,0
-,"Pettipiece, Nolan",PLAYOFFS 2021,Welland,.000,2,3,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,.200,.000,.200,1
-,"Pilarczyk, Matthew",PLAYOFFS 2021,Brantford,.200,2,5,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,.333,.200,.533,0
-,"Pineda, Jason",PLAYOFFS 2021,Brantford,.182,3,11,0,2,0,0,0,1,2,0,0,0,5,1,0,0,0,.167,.182,.348,1
-,"Plumpton, Tyler",PLAYOFFS 2021,Barrie,.222,3,9,2,2,0,0,0,0,2,1,0,0,3,0,1,0,0,.300,.222,.522,0
-,"Procopio, Chris",PLAYOFFS 2021,Hamilton,.000,2,6,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,.143,.000,.143,0
-,"Reichstein, Byron",PLAYOFFS 2021,London,.448,7,29,8,13,0,0,5,9,28,3,2,1,5,0,0,0,0,.515,.966,1.481,1
*,"Reid, Jacob",PLAYOFFS 2021,Brantford,.214,4,14,3,3,0,0,0,1,3,1,0,1,3,0,0,0,0,.313,.214,.527,0
-,"Reilly, Sean",PLAYOFFS 2021,Toronto,.477,9,44,10,21,3,0,4,13,36,2,0,2,3,0,0,0,0,.521,.818,1.339,0
-,"Renaud, Laine",PLAYOFFS 2021,Hamilton,.167,2,6,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,.286,.167,.452,0
*,"Rijo, Ryan",PLAYOFFS 2021,Barrie,.500,4,18,1,9,0,0,0,3,9,1,0,1,2,0,0,0,0,.550,.500,1.050,0
-,"Ruiz, Humberto",PLAYOFFS 2021,London,.345,7,29,3,10,1,0,0,6,11,2,0,0,2,0,0,0,1,.387,.379,.766,1
*,"Solazzo, Johnathan",PLAYOFFS 2021,Toronto,.268,9,41,7,11,0,0,3,7,20,0,0,2,11,1,0,3,0,.295,.488,.783,1
-,"Sutherland, Liam",PLAYOFFS 2021,Brantford,.462,4,13,3,6,1,0,0,5,7,3,0,1,2,1,0,2,0,.556,.538,1.094,0
*,"Tuck, Avery",PLAYOFFS 2021,Barrie,.444,4,18,6,8,1,0,3,6,18,1,0,1,3,0,0,0,0,.500,1.000,1.500,0
-,"Veilleux, Jeremie",PLAYOFFS 2021,Hamilton,.375,2,8,2,3,0,0,0,1,3,1,0,0,1,0,0,0,0,.444,.375,.819,2
*,"Wagner, Mike",PLAYOFFS 2021,Welland,.125,2,8,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,.125,.125,.250,0
*,"Whalen, Stephen",PLAYOFFS 2021,Kitchener,.000,2,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,.000,.000,.000,0
-,"Wilkie, Austin",PLAYOFFS 2021,London,.357,7,28,10,10,0,0,1,2,13,3,0,0,3,0,0,4,0,.419,.464,.884,0
*,"Wilson, Jake",PLAYOFFS 2021,Barrie,.250,4,20,5,5,2,0,0,3,7,0,0,1,2,0,0,2,0,.286,.350,.636,0
-,"Wilson, Liam",PLAYOFFS 2021,Kitchener,.000,2,7,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,.222,.000,.222,1
-,"Anderson, James",SUMMER 2021,Barrie,.233,22,73,13,17,3,1,0,9,22,7,0,2,21,1,2,0,0,.313,.301,.615,0
-,"Ando, Royce",SUMMER 2021,Barrie,.143,4,14,1,2,0,0,0,3,2,1,0,2,3,0,0,0,0,.294,.143,.437,1
*,"Arbuthnot, Carter",SUMMER 2021,Kitchener,.173,15,52,6,9,1,0,0,10,10,6,0,1,5,2,0,0,0,.262,.192,.455,6
-,"Arteaga, Carlos",SUMMER 2021,London,.337,26,104,25,35,10,0,0,28,45,11,0,4,11,3,2,3,0,.410,.433,.843,4
-,"Bak, Spencer",SUMMER 2021,Hamilton,.111,4,9,1,1,0,0,0,0,1,2,0,0,4,0,0,0,0,.273,.111,.384,0
*,"Barlas, Darius",SUMMER 2021,Barrie,.192,9,26,2,5,1,0,0,1,6,1,0,0,10,1,0,0,0,.214,.231,.445,1
-,"Boatto, Chris",SUMMER 2021,Welland,.000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,1
-,"Bowie, Connor",SUMMER 2021,Hamilton,.261,7,23,5,6,1,0,0,1,7,4,0,1,4,0,0,0,0,.393,.304,.697,0
-,"Britt, Evan",SUMMER 2021,London,.246,23,65,14,16,2,0,3,15,27,5,0,0,22,1,1,0,0,.296,.415,.711,1
-,"Brownlee, Cleveland",SUMMER 2021,London,.243,27,111,22,27,1,0,7,21,49,6,0,4,25,0,0,0,0,.306,.441,.747,0
*,"Bruder, Gabe",SUMMER 2021,Brantford,.000,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,.000,.000,.000,0
-,"Buckborough, Nick",SUMMER 2021,Welland,.000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
*,"Burdett, Nick",SUMMER 2021,Brantford,.253,29,99,21,25,2,0,4,21,39,13,0,9,18,0,0,0,0,.388,.394,.782,10
*,"Burns, Carson",SUMMER 2021,Barrie,.301,21,83,10,25,2,1,1,21,32,8,0,1,12,0,0,6,0,.370,.386,.755,7
*,"Burnside, Ryan",SUMMER 2021,Hamilton,.279,27,111,18,31,8,0,3,20,48,13,0,2,26,1,0,4,0,.362,.432,.795,3
-,"Cameron, Zachary",SUMMER 2021,Welland,.000,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"Carrell, Nick",SUMMER 2021,London,.200,3,10,0,2,1,0,0,2,3,0,0,0,5,0,0,0,0,.200,.300,.500,0
-,"Carthy, Jorden",SUMMER 2021,Kitchener,.154,5,13,2,2,0,0,1,2,5,1,0,0,7,0,0,1,0,.214,.385,.599,0
-,"Castaldo, Jordan",SUMMER 2021,Toronto,.323,30,127,49,41,6,0,7,26,68,30,0,0,13,2,0,1,0,.447,.535,.982,11
-,"Cecchetto, Mike",SUMMER 2021,Barrie,.234,22,77,8,18,4,0,0,10,22,9,0,2,15,2,0,0,1,.322,.286,.608,2
-,"Chialtas, Dionysius",SUMMER 2021,Toronto,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"Cina, Zarley",SUMMER 2021,Welland,.208,15,48,7,10,2,0,0,2,12,3,0,0,7,1,0,2,1,.250,.250,.500,3
-,"Cote, Cole",SUMMER 2021,Welland,.500,1,4,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,.500,.500,1.000,0
-,"Cowan, Jeff",SUMMER 2021,Barrie,.407,15,59,11,24,0,0,0,12,24,8,0,2,6,0,0,2,0,.493,.407,.900,3
*,"Curtis, Elliott",SUMMER 2021,Kitchener,.385,4,13,3,5,0,0,1,3,8,4,1,1,3,0,0,0,0,.556,.615,1.171,0
-,"Dadson, Brendon",SUMMER 2021,Welland,.329,19,82,13,27,4,0,2,21,37,11,0,1,12,0,0,2,0,.415,.451,.866,4
-,"Davenport, Ryley",SUMMER 2021,Kitchener,.258,17,66,14,17,3,0,4,18,32,1,0,0,15,1,0,0,0,.265,.485,.750,1
-,"Dei Baning, Dennis",SUMMER 2021,Welland,.254,23,63,12,16,3,0,2,7,25,6,0,6,17,0,1,1,1,.373,.397,.770,0
-,"Deluca, Michael",SUMMER 2021,Brantford,.281,27,96,17,27,3,0,1,12,33,9,0,2,35,0,2,5,0,.355,.344,.699,1
-,"Di Gennaro, Nick",SUMMER 2021,Welland,.111,3,9,1,1,0,0,0,0,1,1,0,0,3,0,0,0,0,.200,.111,.311,2
-,"DiMichele, Evan",SUMMER 2021,Toronto,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
*,"Dos Santos, Ryan",SUMMER 2021,Toronto,.429,5,21,6,9,2,0,0,6,11,2,0,0,1,1,0,1,1,.458,.524,.982,0
*,"Doyle, Robert",SUMMER 2021,London,.176,17,34,10,6,1,0,0,3,7,1,0,0,7,0,0,1,1,.200,.206,.406,0
-,"Dziomba, Jon",SUMMER 2021,Brantford,.133,7,30,6,4,1,0,0,0,5,2,0,1,6,0,0,6,0,.212,.167,.379,4
-,"Filmon, Adam",SUMMER 2021,London,.312,28,109,21,34,3,0,2,22,43,7,0,0,22,1,0,5,0,.350,.394,.745,0
-,"Fountain, Colton",SUMMER 2021,Brantford,.289,20,76,14,22,2,0,0,9,24,6,0,4,13,0,0,1,0,.372,.316,.688,6
*,"Freemantle, Ryan",SUMMER 2021,Hamilton,.194,10,36,4,7,1,0,0,2,8,6,0,2,7,0,0,1,0,.341,.222,.563,2
*,"Gade, Stephen",SUMMER 2021,Kitchener,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,2
*,"Garton, Josh",SUMMER 2021,Hamilton,.206,9,34,6,7,1,0,2,5,14,5,0,2,12,0,0,0,0,.341,.412,.753,0
*,"Gauthier, Robbie",SUMMER 2021,Brantford,.293,21,58,12,17,3,0,0,9,20,5,0,2,13,1,0,1,0,.364,.345,.708,1
-,"Gideon, Justin",SUMMER 2021,Hamilton,.368,30,125,24,46,12,0,6,20,76,16,1,3,21,2,0,8,1,.445,.608,1.053,1
-,"Hauck, Christian",SUMMER 2021,Kitchener,1.000,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,1
-,"Hilderbrandt, Matt",SUMMER 2021,Welland,.347,30,118,17,41,6,0,7,33,68,11,1,4,30,1,0,0,0,.418,.576,.994,0
-,"Hillier, Brandon",SUMMER 2021,Barrie,.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"Infante, Branfy",SUMMER 2021,Barrie,.325,11,40,13,13,4,0,2,9,23,9,0,1,6,0,0,4,0,.460,.575,1.035,2
*,"Jacklin, Blake",SUMMER 2021,Kitchener,.372,22,86,23,32,7,2,0,13,43,10,0,0,23,0,1,6,3,.438,.500,.938,1
-,"Jaco, Hayden",SUMMER 2021,London,.379,26,95,26,36,6,2,4,19,58,12,0,3,13,2,3,1,2,.455,.611,1.066,5
*,"Jarvis, Jett",SUMMER 2021,Kitchener,.286,26,91,25,26,2,1,0,13,30,27,0,0,15,1,0,9,1,.445,.330,.775,3
-,"Johnson, Julian",SUMMER 2021,London,.255,26,94,14,24,8,0,4,14,44,14,0,1,45,0,0,0,1,.358,.468,.826,11
-,"Johnston, RJ",SUMMER 2021,Toronto,.250,1,4,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,.250,.500,.750,0
-,"Johnston, Ryan",SUMMER 2021,Toronto,.333,14,45,15,15,0,0,0,3,15,11,0,2,3,0,0,0,0,.483,.333,.816,1
-,"Kakadekos, Nikolas",SUMMER 2021,Toronto,.000,2,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,.200,.000,.200,2
-,"Kandel, Keith",SUMMER 2021,London,.304,27,92,17,28,9,0,0,11,37,12,0,0,20,1,2,7,0,.381,.402,.783,6
-,"Keen, Roger",SUMMER 2021,Brantford,.189,16,37,5,7,2,0,0,4,9,0,0,0,17,0,2,0,0,.189,.243,.432,2
*,"Keller, Griffin",SUMMER 2021,Welland,.362,25,116,29,42,8,2,7,22,75,6,0,1,10,1,0,2,1,.395,.647,1.042,4
-,"Knecht, Marcus",SUMMER 2021,Toronto,.304,22,92,21,28,3,0,11,33,64,13,0,3,20,1,0,1,1,.404,.696,1.099,1
-,"Kwon, Tony",SUMMER 2021,Welland,.200,9,25,6,5,0,0,1,5,8,7,0,1,11,0,1,0,0,.394,.320,.714,1
*,"Lacasse, Marcel",SUMMER 2021,Barrie,.273,25,88,16,24,4,1,2,15,36,22,0,3,33,1,0,4,2,.430,.409,.839,9
-,"Lampreia, Zach",SUMMER 2021,Brantford,.157,27,83,10,13,4,0,0,8,17,12,0,5,28,0,2,2,1,.300,.205,.505,4
-,"LeBlanc, David",SUMMER 2021,Barrie,.288,16,59,14,17,1,1,0,7,20,6,0,2,9,1,0,7,1,.368,.339,.707,2
-,"Leader, Andy",SUMMER 2021,Kitchener,.327,25,98,21,32,8,0,4,16,52,10,0,0,14,0,1,2,1,.389,.531,.920,0
-,"Lewis, Connor",SUMMER 2021,Toronto,.267,14,60,12,16,1,1,0,12,19,4,0,1,10,1,0,2,0,.318,.317,.635,1
*,"Lonetto, Matt",SUMMER 2021,Hamilton,.278,7,18,3,5,1,0,0,2,6,5,0,0,8,0,0,0,0,.435,.333,.768,0
-,"Lupton, Jared",SUMMER 2021,Brantford,.143,3,7,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,.143,.143,.286,0
-,"MacDonald, Jake",SUMMER 2021,Barrie,.259,24,81,18,21,4,0,1,12,28,8,0,1,25,1,1,4,1,.330,.346,.675,5
*,"MacLeod, Jeff",SUMMER 2021,Toronto,.220,18,50,10,11,2,0,1,3,16,8,0,5,6,0,0,0,0,.381,.320,.701,0
-,"Mackie, Robert",SUMMER 2021,Welland,.182,10,22,2,4,2,0,0,2,6,3,0,1,11,0,0,2,1,.308,.273,.580,5
-,"Mahoney, Dan",SUMMER 2021,Kitchener,.256,13,39,2,10,1,0,0,5,11,6,0,0,7,0,1,0,0,.356,.282,.638,2
-,"Mainprize, Drew",SUMMER 2021,Brantford,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"Major, Mackenzie",SUMMER 2021,Brantford,.250,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,.250,.250,.500,1
-,"Marra, Dan",SUMMER 2021,Toronto,.243,19,70,13,17,2,0,0,8,19,10,0,3,4,2,1,0,0,.353,.271,.624,3
*,"Marra, Justin",SUMMER 2021,Toronto,.350,29,123,36,43,6,0,13,43,88,22,0,3,27,1,0,0,0,.456,.715,1.172,2
*,"Marriott, Eric",SUMMER 2021,Welland,.280,28,93,27,26,3,0,0,11,29,16,0,13,11,1,5,13,3,.447,.312,.759,1
*,"Marsden, Keegan",SUMMER 2021,Kitchener,.338,24,80,16,27,5,0,2,14,38,14,1,2,13,0,0,2,0,.448,.475,.923,1
-,"McGovern, Matt",SUMMER 2021,Brantford,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,1
-,"McLaren, Chandler",SUMMER 2021,Toronto,.132,12,38,4,5,0,0,2,11,11,5,0,2,10,2,0,0,0,.255,.289,.545,0
-,"McQueen, Chris",SUMMER 2021,London,.317,26,101,34,32,6,1,0,15,40,15,0,3,6,2,1,16,2,.413,.396,.809,7
-,"Mercier, Andrew",SUMMER 2021,Welland,.146,15,41,2,6,0,0,0,5,6,2,0,2,8,2,2,0,0,.213,.146,.359,4
*,"Miller, Clay",SUMMER 2021,Hamilton,.250,2,8,1,2,1,0,0,2,3,1,0,0,1,1,0,0,0,.300,.375,.675,0
*,"Mitchell, Connor",SUMMER 2021,Hamilton,.200,1,5,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,.200,.400,.600,1
-,"Mommersteeg, Michael",SUMMER 2021,Kitchener,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
*,"Morello, Gianfranco",SUMMER 2021,Brantford,.346,28,107,20,37,7,1,0,17,46,11,1,4,17,5,0,13,2,.409,.430,.839,4
*,"Mueller, Mike",SUMMER 2021,Brantford,.000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"Muir, Aidan",SUMMER 2021,Brantford,.286,5,14,1,4,1,0,0,4,5,0,0,0,3,0,0,0,0,.286,.357,.643,0
*,"Murray, Ricky",SUMMER 2021,Brantford,.216,10,37,3,8,1,0,0,3,9,3,0,0,9,1,0,0,0,.268,.243,.512,9
-,"Nicholson, Brandon",SUMMER 2021,Welland,.271,14,59,23,16,5,1,0,3,23,11,0,2,6,0,0,16,0,.403,.390,.793,2
-,"Nieva, Brandon",SUMMER 2021,Hamilton,.190,23,63,10,12,1,0,0,6,13,2,0,6,27,0,0,1,1,.282,.206,.488,7
#,"Osika, Tristan",SUMMER 2021,Hamilton,.357,18,70,15,25,2,0,1,9,30,13,0,0,8,0,0,0,0,.458,.429,.886,10
-,"Parsons, Nick",SUMMER 2021,Kitchener,.242,20,62,12,15,2,0,0,10,17,13,0,7,24,0,2,0,0,.427,.274,.701,6
*,"Pasco, Ethan",SUMMER 2021,Welland,.118,4,17,5,2,0,0,0,3,2,4,0,0,6,1,0,3,1,.273,.118,.390,0
-,"Pettipiece, Nolan",SUMMER 2021,Welland,.269,15,52,10,14,2,0,0,10,16,5,0,0,9,1,0,0,1,.328,.308,.635,7
-,"Pilarczyk, Matthew",SUMMER 2021,Brantford,.212,23,66,4,14,2,0,0,8,16,3,0,0,15,2,0,0,1,.239,.242,.482,8
-,"Pineda, Jason",SUMMER 2021,Brantford,.250,14,60,12,15,2,0,3,9,26,9,0,0,24,0,0,0,1,.348,.433,.781,6
-,"Plumpton, Tyler",SUMMER 2021,Barrie,.220,14,50,6,11,3,0,0,5,14,3,0,4,5,0,1,0,0,.316,.280,.596,1
-,"Polson, David",SUMMER 2021,Welland,.000,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,0
-,"Procopio, Chris",SUMMER 2021,Hamilton,.217,18,60,10,13,3,0,2,7,22,6,1,4,17,0,0,0,0,.329,.367,.695,1
*,"Rachar, Zach",SUMMER 2021,Brantford,.182,9,11,2,2,0,0,0,3,2,2,0,2,5,0,0,0,0,.400,.182,.582,1
-,"Reichstein, Byron",SUMMER 2021,London,.411,28,107,28,44,9,0,7,29,74,9,1,7,26,0,0,4,1,.488,.692,1.179,3
*,"Reid, Jacob",SUMMER 2021,Brantford,.259,20,58,12,15,0,0,0,8,15,8,0,4,6,1,0,0,0,.380,.259,.639,2
-,"Reilly, Sean",SUMMER 2021,Toronto,.442,22,95,23,42,4,0,3,29,55,17,1,2,7,2,0,1,0,.526,.579,1.105,0
-,"Renaud, Laine",SUMMER 2021,Hamilton,.279,28,111,18,31,3,0,2,19,40,19,0,0,39,0,0,2,0,.385,.360,.745,6
*,"Rijo, Ryan",SUMMER 2021,Barrie,.412,23,97,19,40,11,0,2,26,57,12,0,3,13,1,0,1,0,.487,.588,1.074,6
